Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,team_avg_min,team_avg_pull,team_avg_blk,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,BLK/PP %,Pull/Team Pull %,BLK/Team avg BLK %,SCR/POS %_adj,BLK/PP %_adj,PM/PP_adj,Y/POS_adj,HA/POS %_adj,CMP/POS_adj,AST/POS %_adj,GLS/POS %_adj,T/POS %_adj,TY/POS_adj,RY/POS_adj,Y/CMP_adj,MP_adj,DPP_adj,Pull/Team Pull %_adj,Hck_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_Z,DPP_Z,Pull_Z,Offensive_Value,Defensive_Value,Score,team_avg_scr
Evan Magsig,12,272,331,42,29,13,5,23,415,94.1,4115,2966,1149,52.87,28,21,1,3,0,7,53.85,12,247,25,269,spiders,2023,181.0,12.0,5.0,8.76,3.93,12.69,1.25,0.08,9.0,3.0,12.0,8.46,6.34,9.92,1.84,100.0,100.0,12.73,1.87,0.08,11.94,8.36,1.24,8.68,4.02,6.3,8.88,3.09,10.1,266.65,26.55,100.03,6.91,1.1,-0.08,0.3,1.43,2.08,2.07,1.66,0.16,1.89,0.21,2.09,0.36,-0.93,1.0,-0.79,-0.0,0.43,-0.05,0.64,0.08
Mac Hecht,10,243,298,52,44,8,4,23,502,92.45,6115,4626,1489,56.04,40,32,1,1,0,21,61.76,0,241,2,228,spiders,2023,181.0,12.0,5.0,14.77,2.68,17.45,1.68,0.09,16.0,5.0,21.0,13.42,10.74,12.18,1.65,0.0,80.0,17.34,1.69,0.09,20.64,13.15,1.66,14.49,2.82,10.55,15.64,5.03,12.3,226.73,4.47,3.28,20.45,1.66,-0.32,0.3,2.69,3.44,2.71,3.03,-0.34,3.45,0.6,3.75,0.74,-0.6,0.49,-1.13,-0.39,0.44,-0.26,0.54,0.08
Wyatt Berreman,12,214,119,15,7,8,9,23,50,100.0,770,218,552,50.42,5,0,0,1,0,1,100.00,1,2,212,229,spiders,2023,181.0,12.0,5.0,5.88,6.72,12.61,0.42,0.11,2.0,5.0,6.0,4.2,0.0,15.4,4.21,8.33,180.0,12.72,4.12,0.1,6.31,4.26,0.46,5.89,6.74,0.39,2.23,5.08,15.45,225.9,201.61,15.51,1.23,-0.41,0.87,0.3,-0.67,-0.51,-0.63,-0.36,-0.34,-1.08,-0.46,-0.66,0.06,-0.12,0.5,2.01,-0.36,0.27,0.44,0.65,0.08
Raekwon Adkins,9,172,203,26,8,18,6,18,63,85.14,1270,155,1115,50.74,3,11,0,3,0,1,20.00,0,132,40,182,spiders,2023,181.0,12.0,5.0,3.94,8.87,12.81,0.31,0.1,1.0,5.0,6.0,1.48,5.42,20.16,3.49,0.0,120.0,12.87,3.47,0.1,6.19,1.65,0.34,4.04,8.78,5.4,1.19,5.05,19.96,182.33,41.78,4.74,1.14,0.2,0.15,-0.05,-0.36,-0.74,-0.53,-0.27,0.66,0.48,0.18,-0.72,0.1,0.58,-0.09,-0.57,-0.39,-0.68,0.01,-1.04,0.08
Dexter Clyburn,8,195,225,36,19,17,6,16,192,91.0,3480,1454,2026,52.0,17,16,0,10,0,10,76.92,0,167,28,190,spiders,2023,181.0,12.0,5.0,8.44,7.56,16.0,0.85,0.08,6.0,9.0,15.0,7.56,7.11,18.12,3.08,0.0,120.0,15.91,3.08,0.08,14.79,7.45,0.86,8.34,7.54,7.02,5.96,8.87,18.03,189.96,30.13,4.3,9.74,0.76,0.15,-0.19,1.03,0.84,0.42,0.74,0.56,1.19,1.21,0.58,0.25,0.28,0.01,-0.75,-0.39,-0.11,0.01,-0.16,0.08
Robin Vickers Batzdorf,12,196,120,11,5,6,10,14,110,93.22,671,447,224,54.17,10,6,0,1,0,3,60.00,55,6,190,220,spiders,2023,181.0,12.0,5.0,4.17,5.0,9.17,0.92,0.07,4.0,2.0,6.0,8.33,5.0,6.1,5.1,458.33,200.0,9.54,4.94,0.06,6.31,8.07,0.93,4.31,5.15,5.0,4.08,2.31,6.86,217.62,181.38,430.84,3.08,-0.64,1.11,-0.33,-0.73,0.05,-0.18,-0.54,-0.54,-0.23,-0.84,-0.43,0.51,-1.5,0.39,1.68,1.4,-0.08,0.91,0.36,0.08
Dylan Nice,9,130,71,13,4,9,5,13,33,91.67,693,155,538,50.7,6,3,0,2,0,0,--,0,7,123,132,spiders,2023,181.0,12.0,5.0,5.63,12.68,18.31,0.46,0.1,2.0,8.0,10.0,8.45,4.23,21.0,3.85,0.0,100.0,17.78,3.75,0.09,10.0,8.02,0.53,5.68,11.98,4.33,2.37,7.75,20.38,139.04,117.44,12.47,0.49,-0.52,-0.08,-0.4,-0.72,-0.4,-0.75,-0.64,-0.24,-0.66,-0.48,-0.72,0.1,0.71,-0.72,0.68,-0.39,-0.11,-0.12,-0.23,0.08
Brandon Fein,9,153,105,8,3,5,6,12,64,95.52,520,430,90,47.62,7,2,0,0,1,1,100.00,97,28,125,166,spiders,2023,181.0,12.0,5.0,2.86,4.76,7.62,0.61,0.08,4.0,1.0,5.0,6.67,1.9,8.12,3.92,808.33,120.0,8.17,3.84,0.07,5.43,6.52,0.64,3.13,4.95,2.17,4.09,1.43,8.81,168.0,120.91,746.82,1.26,-0.8,0.15,-0.47,-0.83,-0.29,-0.52,-0.73,-0.64,-0.8,-0.99,-0.45,-0.27,-1.2,-0.29,0.71,2.77,0.05,0.61,0.4,0.08
Conor Bauman,11,159,95,15,9,6,5,11,89,89.9,612,548,64,48.42,4,7,0,2,0,2,40.00,73,0,159,175,spiders,2023,181.0,12.0,5.0,9.47,6.32,15.79,0.94,0.07,6.0,1.0,6.0,4.21,7.37,6.88,3.14,608.33,100.0,15.62,3.13,0.06,6.38,4.29,0.95,9.14,6.38,7.14,5.9,1.48,7.75,176.33,151.29,560.01,2.19,-0.41,-0.08,-0.54,-0.77,-0.63,-0.34,-0.18,-0.54,-0.09,-1.02,-0.33,-0.18,-1.38,-0.18,1.22,1.99,-0.36,0.33,-0.38,0.08
Matthew Burke,10,165,104,9,3,6,4,10,49,98.0,515,206,309,50.0,4,1,0,2,1,0,--,0,2,163,189,spiders,2023,181.0,12.0,5.0,2.88,5.77,8.65,0.47,0.06,2.0,3.0,5.0,3.85,0.96,10.51,2.42,0.0,80.0,9.12,2.47,0.05,5.44,3.95,0.52,3.15,5.88,1.31,2.26,3.26,10.99,189.0,155.54,8.86,0.35,-0.75,-0.32,-0.61,-0.83,-0.63,-0.63,-0.73,-0.54,-0.94,-0.74,-0.67,0.01,-0.85,-0.0,1.28,-0.39,0.01,-0.26,-0.12,0.08
Ray Mendoza,10,163,78,6,2,4,9,9,32,86.49,461,184,277,53.85,3,5,0,1,0,0,0.00,0,0,163,169,spiders,2023,181.0,12.0,5.0,2.56,5.13,7.69,0.41,0.06,2.0,4.0,6.0,3.85,6.41,14.41,5.52,0.0,180.0,8.41,5.23,0.05,6.45,3.98,0.48,2.95,5.34,6.25,2.34,4.23,14.59,171.27,153.34,11.48,0.45,-0.92,0.87,-0.68,-0.86,-0.74,-0.76,-0.82,-0.74,-0.37,-0.78,-0.69,0.47,-0.27,-0.25,1.28,-0.39,-0.45,0.43,-0.46,0.08
Matt Barcellos,3,59,41,8,7,1,2,8,45,95.74,536,234,302,53.66,2,2,0,0,0,1,33.33,0,14,45,66,spiders,2023,181.0,12.0,5.0,17.07,2.44,19.51,1.1,0.14,6.0,7.0,13.0,4.88,4.88,11.91,3.39,0.0,40.0,18.43,3.31,0.11,12.41,4.9,1.08,14.9,3.33,4.9,5.8,6.8,12.71,90.12,51.47,19.8,1.59,-0.8,-0.8,-0.75,-0.82,-0.85,-0.66,-0.36,-1.04,-0.8,-0.75,-0.64,0.45,-0.64,-1.55,-0.49,-0.39,-0.3,-0.54,-0.75,0.08
Kushal Khangaonkar,4,64,57,9,6,3,2,7,32,86.49,367,41,326,43.86,3,4,0,0,0,0,0.00,0,11,53,84,spiders,2023,181.0,12.0,5.0,10.53,5.26,15.79,0.56,0.11,1.0,6.0,6.0,5.26,7.02,11.47,3.12,0.0,40.0,15.52,3.1,0.09,6.6,5.22,0.63,9.85,5.52,6.72,1.6,6.0,12.15,99.67,56.73,15.07,0.6,-0.75,-0.8,-0.82,-0.92,-0.74,-0.76,-0.45,-0.84,-0.52,-0.72,-0.83,-0.72,-0.7,-1.32,-0.37,-0.39,-0.45,-0.54,-0.98,0.08
Dylan Burns,3,42,37,7,3,4,1,6,21,87.5,413,176,237,48.65,1,1,0,1,0,0,0.00,0,6,36,52,spiders,2023,181.0,12.0,5.0,8.11,10.81,18.92,0.57,0.14,5.0,6.0,11.0,2.7,2.7,19.67,2.38,0.0,20.0,17.87,2.51,0.11,10.79,3.19,0.66,7.66,10.0,3.19,5.0,6.0,18.89,81.15,44.94,21.49,0.85,-0.86,-1.04,-0.89,-0.89,-0.97,-0.84,-0.73,-0.74,-0.94,-0.82,-0.7,-0.15,0.51,-1.73,-0.63,-0.39,-0.3,-0.68,-0.83,0.08
Munis Thahir,5,66,50,4,2,2,2,5,27,96.43,366,112,254,40.0,0,1,0,0,0,0,--,1,14,52,79,spiders,2023,181.0,12.0,5.0,4.0,4.0,8.0,0.54,0.08,2.0,5.0,7.0,0.0,2.0,13.56,3.03,8.33,40.0,9.0,3.02,0.07,7.5,0.83,0.62,4.33,4.5,2.5,2.5,5.17,13.97,97.33,56.33,23.78,0.67,-1.03,-0.8,-0.96,-0.92,-1.08,-0.8,-0.82,-0.94,-0.94,-0.8,-0.76,-1.19,-0.39,-1.39,-0.39,-0.36,-0.36,-0.53,-0.84,0.08
Greg Martin,11,219,261,49,6,43,8,47,168,95.45,2832,432,2400,48.66,16,8,0,2,1,3,60.00,1,211,8,235,phoenix,2023,203.0,10.0,5.0,2.3,16.48,18.77,0.64,0.21,2.0,9.0,11.0,6.13,3.07,16.86,3.65,10.0,160.0,18.59,3.63,0.2,10.96,6.09,0.65,2.44,16.13,3.14,2.11,8.89,16.83,233.3,10.58,13.36,3.04,1.49,0.63,1.97,0.63,0.73,0.25,-0.45,3.16,0.05,1.64,-0.44,-0.15,0.09,0.58,-1.05,-0.35,0.53,0.3,0.98,-0.01
James Pollard,12,260,308,66,25,41,7,46,179,87.32,4946,1545,3401,47.4,12,23,0,4,0,19,59.38,12,244,16,287,phoenix,2023,203.0,10.0,5.0,8.12,13.31,21.43,0.58,0.18,5.0,11.0,16.0,3.9,7.47,27.63,2.69,120.0,140.0,21.2,2.7,0.17,15.81,3.93,0.59,8.05,13.11,7.39,5.0,10.84,27.26,283.92,17.95,119.4,18.53,2.44,0.39,1.9,1.95,0.28,0.33,1.29,2.96,2.18,2.78,0.67,-0.3,1.69,1.23,-0.93,0.08,-0.34,0.24,-0.4,-0.01
Max Trifillis,10,230,146,24,10,14,14,38,71,98.61,1409,333,1076,50.0,5,0,0,0,0,2,100.00,4,27,203,257,phoenix,2023,203.0,10.0,5.0,6.85,9.59,16.44,0.49,0.17,2.0,7.0,10.0,3.42,0.0,19.85,6.09,40.0,280.0,16.28,5.89,0.16,10.0,3.52,0.52,6.8,9.42,0.32,2.19,6.94,19.6,252.64,194.99,43.91,2.13,0.09,2.06,1.34,-0.27,-0.51,-0.47,-0.08,0.26,-1.08,0.13,-0.54,0.01,0.54,0.85,1.88,-0.24,0.46,1.15,1.32,-0.01
Sean Mott,12,276,330,51,35,16,2,31,505,96.01,5184,3596,1588,48.48,30,20,0,2,0,23,65.71,4,261,15,322,phoenix,2023,203.0,10.0,5.0,10.61,4.85,15.45,1.53,0.11,11.0,5.0,16.0,9.09,6.06,10.27,0.72,40.0,40.0,15.41,0.79,0.11,15.82,8.97,1.51,10.47,4.91,6.03,10.82,5.03,10.44,318.09,16.85,41.79,22.44,1.6,-0.8,0.86,2.1,2.31,2.73,2.21,0.46,1.75,0.71,2.72,-0.17,-0.88,1.67,-0.94,-0.24,0.94,-0.51,1.18,-0.01
Eric Witmer,11,240,131,20,14,6,14,26,95,92.23,1347,756,591,56.49,6,8,0,0,0,6,75.00,0,0,240,280,phoenix,2023,203.0,10.0,5.0,10.69,4.58,15.27,0.73,0.11,6.0,5.0,10.0,4.58,6.11,14.18,5.83,0.0,280.0,15.18,5.63,0.1,10.0,4.61,0.75,10.36,4.75,6.03,5.93,5.07,14.31,273.55,228.51,7.16,5.86,-0.13,2.06,0.51,-0.31,-0.4,-0.29,0.28,-0.54,0.05,-0.42,-0.12,0.79,-0.3,1.14,2.43,-0.39,-0.12,1.12,0.41,-0.01
Paul Owens,12,254,168,19,13,6,16,24,194,95.57,1091,769,322,52.38,11,7,1,4,0,4,57.14,161,23,231,304,phoenix,2023,203.0,10.0,5.0,7.74,3.57,11.31,1.15,0.09,5.0,2.0,6.0,6.55,4.17,5.62,6.3,1610.0,320.0,11.46,6.11,0.08,6.22,6.46,1.14,7.64,3.76,4.22,5.0,2.22,6.2,297.54,222.4,1525.22,4.0,-0.19,2.53,0.37,-0.47,0.16,0.44,0.19,-0.54,-0.09,-0.73,-0.11,0.3,-1.57,1.44,2.3,5.9,0.16,2.57,1.62,-0.01
CJ Colicchio,9,136,135,26,13,13,3,22,109,96.46,2114,531,1583,54.07,13,4,0,3,0,2,66.67,13,110,26,139,phoenix,2023,203.0,10.0,5.0,9.63,9.63,19.26,0.81,0.16,4.0,12.0,16.0,9.63,2.96,19.39,2.21,130.0,60.0,18.9,2.26,0.15,15.59,9.31,0.82,9.38,9.45,3.1,4.07,11.59,19.16,142.45,29.59,128.0,2.14,0.2,-0.56,0.23,0.17,0.39,-0.19,0.19,0.16,-0.52,0.71,-0.34,0.5,0.47,-0.63,-0.78,0.12,0.35,-0.3,0.38,-0.01
Matt Hanna,11,150,94,17,8,9,10,21,53,89.83,845,251,594,52.13,7,6,0,0,0,1,100.00,0,7,143,160,phoenix,2023,203.0,10.0,5.0,8.51,9.57,18.09,0.56,0.14,3.0,6.0,9.0,7.45,6.38,15.94,6.67,0.0,200.0,17.7,6.32,0.13,9.1,7.21,0.6,8.27,9.32,6.25,3.19,6.0,15.95,162.79,136.75,9.71,1.29,-0.3,1.11,0.16,-0.62,-0.29,-0.6,-0.27,-0.24,-0.23,-0.42,-0.62,0.27,-0.04,-0.37,0.98,-0.39,-0.22,0.57,-0.03,-0.01
Dmitry Suvorov,10,132,155,16,10,6,2,14,108,98.18,1251,249,1002,50.32,8,2,0,2,0,1,100.00,0,127,5,166,phoenix,2023,203.0,10.0,5.0,6.45,3.87,10.32,0.7,0.11,2.0,6.0,8.0,5.16,1.29,11.58,1.52,0.0,40.0,10.54,1.61,0.1,8.12,5.15,0.72,6.42,4.06,1.51,2.18,6.0,11.85,167.39,9.42,6.12,1.18,-0.36,-0.8,-0.33,-0.37,-0.18,-0.2,-0.08,-0.54,-0.8,0.05,-0.63,0.05,-0.69,-0.29,-1.09,-0.39,0.15,-0.54,-0.06,-0.01
Eric Nardelli,11,141,91,13,3,10,1,14,51,98.08,522,194,328,51.65,2,0,0,0,1,1,100.00,0,6,135,155,phoenix,2023,203.0,10.0,5.0,3.3,10.99,14.29,0.56,0.1,2.0,4.0,6.0,2.2,0.0,10.24,0.71,0.0,20.0,14.26,0.94,0.09,6.4,2.48,0.6,3.57,10.59,0.5,2.3,4.2,10.81,158.37,129.36,10.0,1.3,-0.52,-1.04,-0.33,-0.83,-0.85,-0.62,-0.73,-0.14,-1.08,-0.72,-0.68,0.21,-0.89,-0.43,0.86,-0.39,0.04,-0.68,-0.3,-0.01
Calvin Trisolini,12,225,283,38,31,7,3,12,445,93.88,4441,3541,900,48.76,24,27,1,2,0,22,75.86,0,225,0,268,phoenix,2023,203.0,10.0,5.0,10.95,2.47,13.43,1.57,0.05,13.0,3.0,16.0,8.48,9.54,9.98,1.33,0.0,60.0,13.45,1.39,0.05,15.8,8.36,1.55,10.78,2.62,9.39,12.73,3.1,10.19,265.3,2.66,3.45,21.39,0.88,-0.56,-0.47,1.64,1.63,2.29,1.84,-0.44,2.75,-0.07,2.66,-0.14,-0.92,0.99,-1.16,-0.39,-0.15,-0.4,-0.44,-0.01
Kainoa Chun-Moy,11,156,165,16,6,10,5,12,121,93.8,1314,587,727,50.3,10,6,0,3,0,4,80.00,12,102,54,195,phoenix,2023,203.0,10.0,5.0,3.64,6.06,9.7,0.73,0.08,4.0,4.0,8.0,6.06,3.64,10.86,3.21,120.0,100.0,9.95,3.2,0.08,8.11,6.0,0.75,3.77,6.11,3.72,4.06,4.11,11.15,194.66,55.37,118.91,4.0,-0.36,-0.08,-0.47,-0.33,0.05,-0.1,-0.45,-0.14,-0.23,-0.27,-0.29,0.05,-0.79,0.07,-0.36,0.08,-0.0,-0.03,-0.02,-0.01
Brandon Pastor,11,114,107,10,2,8,2,10,60,95.24,727,167,560,40.19,5,2,0,0,0,0,--,0,44,70,149,phoenix,2023,203.0,10.0,5.0,1.87,7.48,9.35,0.56,0.09,2.0,5.0,7.0,4.67,1.87,12.12,1.75,0.0,40.0,9.75,1.86,0.08,7.26,4.7,0.6,2.22,7.44,2.14,2.26,5.09,12.45,152.42,70.68,8.63,0.34,-0.69,-0.8,-0.61,-0.7,-0.51,-0.55,-0.82,-0.34,-0.8,-0.46,-0.71,-1.16,-0.61,-0.51,-0.12,-0.39,-0.08,-0.54,-0.41,-0.01
Mike Campanella,12,154,96,7,3,4,5,8,123,96.09,568,446,122,53.13,10,4,1,0,0,1,100.00,3,10,144,183,phoenix,2023,203.0,10.0,5.0,3.12,4.17,7.29,1.28,0.05,5.0,1.0,6.0,10.42,4.17,4.62,3.25,30.0,100.0,7.92,3.23,0.05,6.38,9.91,1.25,3.39,4.44,4.25,5.0,1.47,5.69,183.57,137.77,36.7,1.28,-0.86,-0.08,-0.75,-0.8,0.05,-0.09,-0.73,-0.74,-0.52,-0.95,-0.43,0.39,-1.72,-0.08,0.99,-0.28,-0.0,-0.1,-0.05,-0.01
Gavin Abrahamsson,7,84,53,6,0,6,2,7,29,96.67,450,86,364,52.83,4,1,0,0,0,0,--,0,2,82,101,phoenix,2023,203.0,10.0,5.0,0.0,11.32,11.32,0.55,0.08,2.0,7.0,8.0,7.55,1.89,15.52,2.38,0.0,40.0,11.75,2.48,0.07,8.32,7.15,0.62,0.95,10.63,2.38,2.48,6.84,15.6,114.97,81.37,16.03,0.63,-0.92,-0.8,-0.82,-0.87,-0.63,-0.78,-1.0,-0.54,-0.94,-0.68,-0.79,0.35,-0.1,-1.11,0.06,-0.39,-0.17,-0.54,-0.55,-0.01
Justin Keller,12,160,106,9,6,3,3,6,118,94.4,646,408,238,47.17,5,6,0,0,0,0,0.00,0,15,145,192,phoenix,2023,203.0,10.0,5.0,5.66,2.83,8.49,1.11,0.04,4.0,2.0,6.0,4.72,5.66,5.47,1.88,0.0,60.0,8.96,1.98,0.04,6.34,4.74,1.1,5.69,3.19,5.6,4.09,2.34,6.38,191.74,139.22,8.71,0.34,-0.75,-0.56,-0.89,-0.75,-0.51,-0.12,-0.45,-0.84,-0.23,-0.82,-0.47,-0.33,-1.59,0.03,1.01,-0.39,-0.33,-0.4,-0.72,-0.01
Nate Little,6,81,49,4,3,1,4,6,15,88.24,189,45,144,44.9,1,1,0,1,0,0,--,0,11,70,96,phoenix,2023,203.0,10.0,5.0,6.12,2.04,8.16,0.31,0.07,1.0,3.0,4.0,2.04,2.04,12.6,4.94,0.0,80.0,9.15,4.61,0.06,5.02,2.54,0.43,6.1,2.88,2.54,1.68,3.51,13.18,111.76,71.36,17.12,0.68,-1.03,-0.32,-0.89,-1.03,-0.97,-0.88,-0.73,-1.04,-0.94,-0.93,-0.83,-0.6,-0.54,-1.17,-0.12,-0.39,-0.32,-0.26,-0.63,-0.01
Andres Rodriguez,5,44,40,6,2,4,2,5,39,92.86,320,155,165,45.0,2,2,0,1,0,0,--,0,7,37,69,phoenix,2023,203.0,10.0,5.0,5.0,10.0,15.0,0.98,0.11,4.0,4.0,8.0,5.0,5.0,8.21,4.55,0.0,40.0,14.8,4.24,0.09,8.4,5.0,0.98,5.2,9.4,5.0,4.2,4.4,9.77,93.0,45.2,20.2,0.8,-0.92,-0.8,-0.96,-0.95,-0.85,-0.71,-0.82,-0.74,-0.8,-0.9,-0.72,-0.59,-1.19,-1.51,-0.61,-0.39,-0.35,-0.54,-0.83,-0.01
Alex Thorne,10,208,256,17,12,5,1,5,317,95.2,2878,1988,890,48.05,12,13,0,0,0,13,65.00,0,207,1,236,phoenix,2023,203.0,10.0,5.0,4.69,1.95,6.64,1.24,0.02,8.0,3.0,11.0,4.69,5.08,9.08,0.48,0.0,20.0,6.92,0.57,0.02,10.96,4.7,1.23,4.74,2.14,5.08,7.89,3.11,9.34,234.23,3.89,3.8,12.66,-0.3,-1.04,-0.96,0.65,0.28,1.35,0.1,-0.64,0.76,-0.08,1.11,-0.22,-1.06,0.59,-1.15,-0.39,-0.11,-0.68,-0.53,-0.01
Jordan Rhyne,12,221,276,25,18,7,5,3,341,91.91,3580,2320,1260,49.28,21,26,1,1,0,11,45.83,0,221,0,263,phoenix,2023,203.0,10.0,5.0,6.52,2.54,9.06,1.24,0.01,8.0,5.0,13.0,7.61,9.42,10.5,2.26,0.0,100.0,9.23,2.29,0.01,12.9,7.52,1.23,6.5,2.7,9.27,7.9,5.03,10.69,260.41,2.73,3.53,10.76,0.15,-0.08,-1.1,1.1,1.29,1.52,0.65,-0.44,2.6,0.34,1.44,-0.07,-0.85,0.93,-1.16,-0.39,-0.68,-0.12,-1.11,-0.01
Max Sheppard,12,287,351,91,50,41,6,67,266,90.48,5809,2540,3269,51.57,22,24,0,6,0,38,69.09,2,260,27,326,thunderbirds,2023,179.0,6.0,5.0,14.25,11.68,25.93,0.76,0.23,7.0,9.0,17.0,6.27,6.84,21.84,2.09,33.33,120.0,25.6,2.12,0.22,16.81,6.23,0.77,14.02,11.55,6.79,6.94,8.92,21.68,322.2,28.41,35.2,37.06,3.84,0.15,3.36,2.49,1.41,0.97,3.58,2.96,2.32,2.63,1.66,0.2,0.83,1.72,-0.76,-0.26,0.6,0.04,0.95,-0.018
Carl Johnson,12,261,272,59,14,45,10,60,111,91.74,3214,721,2493,53.68,11,7,0,2,0,7,77.78,0,194,67,271,thunderbirds,2023,179.0,6.0,5.0,5.15,16.54,21.69,0.41,0.23,3.0,9.0,12.0,4.04,2.57,28.95,3.83,0.0,200.0,21.42,3.8,0.22,11.93,4.07,0.43,5.18,16.2,2.66,3.07,8.89,28.49,268.09,67.39,3.58,6.89,2.05,1.11,2.88,0.87,0.16,-0.17,0.28,3.36,-0.09,1.74,-0.15,0.45,1.88,1.03,-0.16,-0.39,0.68,0.57,1.35,-0.018
Jimmy Towle,10,219,274,39,16,23,2,29,238,96.75,3489,859,2630,55.84,21,8,0,4,0,2,66.67,0,212,7,253,thunderbirds,2023,179.0,6.0,5.0,5.84,8.39,14.23,0.87,0.13,3.0,10.0,13.0,7.66,2.92,14.66,0.91,0.0,40.0,14.22,0.98,0.13,12.89,7.57,0.87,5.85,8.34,2.99,3.07,9.86,14.71,250.75,9.5,3.56,2.07,0.93,-0.8,0.72,1.04,1.29,0.76,0.47,1.16,0.05,1.9,-0.02,0.71,-0.23,0.8,-1.06,-0.39,0.7,-0.54,0.79,-0.018
Charlie Vukovic,9,153,96,14,8,6,11,20,41,91.11,1091,398,693,51.04,3,4,0,1,0,2,50.00,64,12,141,177,thunderbirds,2023,179.0,6.0,5.0,8.33,6.25,14.58,0.43,0.13,4.0,7.0,11.0,3.12,4.17,26.61,7.19,1066.67,220.0,14.53,6.79,0.12,10.91,3.3,0.48,8.11,6.32,4.25,4.09,6.91,25.61,178.13,135.06,975.57,2.19,-0.47,1.34,0.09,-0.47,-0.74,-0.69,-0.27,-0.54,-0.52,-0.3,-0.48,0.14,1.54,-0.15,0.95,3.78,-0.18,1.49,0.52,-0.018
Jonathan Mast,12,254,325,36,28,8,3,20,551,95.66,5134,3901,1233,52.62,40,19,1,0,0,14,66.67,0,254,0,290,thunderbirds,2023,179.0,6.0,5.0,8.62,2.46,11.08,1.7,0.08,12.0,4.0,16.0,12.31,5.85,9.32,1.18,0.0,60.0,11.17,1.23,0.08,15.82,12.09,1.68,8.54,2.6,5.82,11.79,4.06,9.52,286.99,2.33,3.01,13.7,0.76,-0.56,0.09,2.07,3.44,3.07,1.57,-0.34,1.61,0.31,3.02,0.33,-1.02,1.27,-1.16,-0.39,1.23,-0.4,1.68,-0.018
Mikey O'Brien,9,160,150,22,11,11,10,20,74,86.05,1794,440,1354,45.33,11,9,1,3,0,2,100.00,0,72,88,183,thunderbirds,2023,179.0,6.0,5.0,7.33,7.33,14.67,0.49,0.12,3.0,9.0,12.0,7.33,6.0,24.24,6.25,0.0,200.0,14.63,6.05,0.11,11.88,7.18,0.52,7.25,7.31,5.94,3.12,8.81,23.72,183.38,87.38,6.31,2.12,-0.02,1.11,0.09,-0.03,0.16,-0.45,0.01,-0.04,0.19,0.45,-0.44,-0.55,1.19,-0.08,0.15,-0.39,-0.19,0.57,0.01,-0.018
Kenny Furdella,8,153,172,17,5,12,2,17,194,98.48,1371,1000,371,52.91,12,2,1,0,0,1,100.00,0,118,35,170,thunderbirds,2023,179.0,6.0,5.0,2.91,6.98,9.88,1.13,0.11,6.0,2.0,8.0,6.98,1.16,7.07,1.31,0.0,40.0,10.11,1.4,0.1,8.11,6.87,1.12,3.08,6.98,1.37,5.95,2.22,7.56,171.04,37.36,5.55,1.16,-0.3,-0.8,-0.12,-0.29,0.28,0.44,-0.54,0.06,-0.8,-0.67,0.12,0.36,-1.36,-0.24,-0.64,-0.39,0.52,-0.54,0.51,-0.018
Steve Mogielski,12,177,113,11,6,5,14,17,72,87.8,865,524,341,51.33,6,8,0,0,1,3,42.86,3,19,158,212,thunderbirds,2023,179.0,6.0,5.0,5.31,4.42,9.73,0.64,0.1,5.0,3.0,8.0,5.31,7.08,12.01,7.91,50.0,280.0,10.08,7.51,0.09,8.16,5.28,0.67,5.37,4.63,6.91,5.0,3.24,12.33,210.13,151.5,54.15,3.08,-0.64,2.06,-0.12,-0.61,-0.4,-0.46,-0.45,-0.64,0.05,-0.7,-0.35,0.17,-0.62,0.29,1.2,-0.2,-0.39,1.16,0.02,-0.018
Anson Reppermund,11,242,297,29,12,17,5,16,172,92.47,3325,830,2495,50.51,15,11,1,7,0,3,33.33,0,229,13,269,thunderbirds,2023,179.0,6.0,5.0,4.04,5.72,9.76,0.58,0.07,3.0,8.0,11.0,5.05,3.7,19.33,2.07,0.0,100.0,9.9,2.1,0.07,10.97,5.05,0.59,4.1,5.76,3.74,3.07,7.93,19.22,266.39,15.12,3.29,3.03,0.37,-0.08,-0.19,0.93,0.61,0.28,0.1,0.56,0.48,1.75,-0.05,0.07,0.46,1.0,-0.97,-0.39,0.08,-0.12,0.06,-0.018
Clint McSherry,6,127,156,27,22,5,3,15,266,93.33,2745,2552,193,57.69,15,15,0,0,0,7,43.75,0,125,2,144,thunderbirds,2023,179.0,6.0,5.0,14.1,3.21,17.31,1.71,0.12,16.0,1.0,18.0,9.62,9.62,10.32,2.36,0.0,60.0,17.11,2.4,0.11,17.52,9.34,1.67,13.61,3.44,9.34,15.34,1.3,10.66,146.71,6.58,6.08,6.82,0.26,-0.56,-0.26,0.57,0.61,0.97,1.02,-0.64,1.04,-0.87,1.68,0.94,-0.87,-0.57,-1.13,-0.39,0.01,-0.4,-0.2,-0.018
