Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,MP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_z,DPP_Z,MP_Z,Offensive_Value,Defensive_Value,Score,team_avg_scr
Zac Schakner,12,162,92,10,5,5,4,11,41,93.18,730,240,490,44.57,3,3,0,0,1,1,50.00,0,14,148,179,aviators,2023,5.43,5.43,10.87,0.45,2.47,0.07,3.0,5.0,8.0,3.26,3.26,17.8,230.0,10.39,3.9,9.92,659.41,3.2,37.08,5.1,5.2,3.2,216.96,442.55,17.62,179.98,-0.7,-0.34,-0.55,-0.69,-0.74,-0.69,-0.55,-0.65,-0.67,-0.54,-0.63,-0.64,0.23,-0.18,1.05,-0.18,-0.27,-0.21,-0.233,0.24
Milan Ravenell,10,142,98,9,2,7,2,9,21,91.3,500,98,402,44.9,2,1,0,1,0,1,100.00,0,16,126,167,aviators,2023,2.04,7.14,9.18,0.21,1.41,0.06,1.0,4.0,5.0,2.04,1.02,23.81,230.0,9.46,2.09,8.17,454.63,2.28,19.15,2.37,7.0,1.37,89.39,365.33,23.09,169.04,-0.76,-0.8,-0.67,-0.83,-0.85,-0.82,-0.81,-0.46,-0.94,-0.63,-0.76,-0.6,1.12,-0.34,0.72,-0.34,-0.15,-0.5,-0.158,0.24
Rhys Gretsch,7,77,61,12,8,4,3,8,47,85.45,653,460,193,50.82,5,7,0,0,0,2,33.33,47,7,70,93,aviators,2023,13.11,6.56,19.67,0.77,3.9,0.1,8.0,3.0,11.0,8.2,11.48,13.89,230.0,12.28,3.0,6.87,562.44,5.0,40.52,7.72,4.42,6.72,395.92,166.66,14.19,106.52,-0.59,-0.57,-0.76,-0.76,-0.53,-0.66,-0.3,-0.73,-0.14,-0.87,-0.45,0.11,-0.35,-1.21,-0.12,-1.21,-0.24,-0.2,-0.15,0.24
Calvin Brown,4,78,58,9,7,2,4,6,36,80.0,655,399,256,41.38,3,6,0,1,0,3,60.00,7,18,60,74,aviators,2023,12.07,3.45,15.52,0.62,5.13,0.08,7.0,4.0,11.0,5.17,10.34,18.19,230.0,9.74,3.85,5.12,560.15,3.29,30.85,6.85,2.74,5.85,341.06,219.24,17.87,90.91,-0.74,-0.35,-0.89,-0.76,-0.73,-0.73,-0.38,-0.91,-0.27,-0.8,-0.51,-1.02,0.29,-1.43,-0.27,-1.43,-0.4,-0.01,-0.205,0.24
Eddie Finley,12,130,73,3,0,3,4,5,18,94.74,268,7,261,43.84,1,1,0,1,0,0,--,0,1,129,150,aviators,2023,0.0,4.11,4.11,0.25,3.08,0.04,0.0,4.0,4.0,1.37,1.37,14.89,230.0,4.33,3.88,4.4,236.92,1.48,15.95,0.72,3.48,1.48,6.76,230.28,15.02,154.7,-1.06,-0.34,-0.94,-0.97,-0.95,-0.85,-0.97,-0.83,-0.92,-0.79,-0.85,-0.73,-0.2,-0.54,0.77,-0.54,-0.36,-0.15,-0.274,0.24
Matt Miller,9,136,84,6,3,3,4,5,96,94.12,640,545,95,47.62,3,4,0,1,1,1,50.00,0,19,117,154,aviators,2023,3.57,3.57,7.14,1.14,2.94,0.04,6.0,1.0,8.0,3.57,4.76,6.67,230.0,6.85,3.89,4.47,572.98,3.21,85.89,3.32,3.43,4.11,487.55,85.53,7.66,157.72,-0.91,-0.34,-0.94,-0.75,-0.74,-0.32,-0.72,-0.83,-0.53,-0.96,-0.35,-0.27,-1.41,-0.49,0.59,-0.49,-0.29,-0.16,-0.227,0.24
Garrett Santi,9,172,94,6,5,1,1,4,59,98.33,729,292,437,51.06,4,1,1,2,0,1,50.00,98,9,163,173,aviators,2023,5.32,1.06,6.38,0.63,0.58,0.02,3.0,5.0,8.0,4.26,1.06,12.36,230.0,6.77,1.19,3.62,659.87,4.1,53.42,5.1,1.58,1.38,264.4,395.56,12.71,174.54,-0.91,-1.03,-1.0,-0.69,-0.64,-0.56,-0.55,-1.03,-0.94,-0.6,-0.58,0.14,-0.57,-0.26,1.28,-0.26,-0.22,-0.67,-0.23,0.24
Anthony Gutowsky,12,202,217,46,9,37,2,41,57,90.48,1892,256,1636,47.93,3,6,0,1,1,1,100.00,0,166,36,225,radicals,2023,4.15,17.05,21.2,0.26,0.99,0.2,1.0,8.0,9.0,1.38,2.76,33.19,176.0,44.59,2.04,39.19,1809.09,3.09,54.53,8.87,35.68,5.96,244.94,1564.19,32.43,223.41,1.31,-0.81,1.54,0.04,-0.76,-0.56,-0.19,2.55,-0.25,0.76,-0.6,-0.24,2.51,0.43,-0.63,0.43,0.42,-0.63,0.356,-0.12
Kelsen Alexander,11,173,145,30,19,11,6,27,165,95.38,2095,1534,561,53.79,18,8,0,1,1,5,71.43,0,46,127,202,radicals,2023,13.1,7.59,20.69,1.14,3.47,0.16,11.0,4.0,14.0,12.41,5.52,12.7,176.0,28.97,5.81,25.26,1960.48,17.16,154.42,18.16,10.74,7.81,1435.35,525.19,12.91,201.16,0.39,0.15,0.55,0.14,0.91,0.2,0.7,-0.07,0.02,-0.45,0.62,0.47,-0.52,0.11,0.74,0.11,0.87,0.08,0.847,-0.12
Luke Marks,12,211,149,21,8,13,9,27,73,94.81,1125,321,804,55.03,4,3,0,0,0,3,100.00,34,37,174,241,radicals,2023,5.37,8.72,14.09,0.49,4.27,0.13,2.0,5.0,8.0,2.68,2.01,15.41,176.0,20.56,8.62,25.3,1054.87,4.06,68.47,7.87,12.62,3.13,301.13,753.81,15.45,237.73,-0.1,0.87,0.55,-0.44,-0.64,-0.45,-0.29,0.13,-0.68,-0.18,-0.55,0.62,-0.12,0.63,1.44,0.63,0.03,0.5,0.09,-0.12
Jake Carrico,9,106,77,16,9,7,10,23,59,95.16,717,386,331,54.55,4,3,0,0,1,1,50.00,0,22,84,129,radicals,2023,11.69,9.09,20.78,0.77,9.43,0.22,5.0,4.0,9.0,5.19,3.9,12.15,176.0,15.77,9.2,20.36,635.74,4.11,52.33,8.66,7.0,3.23,342.21,293.64,12.59,135.9,-0.38,1.02,0.2,-0.71,-0.64,-0.57,-0.21,-0.46,-0.66,-0.72,-0.5,0.56,-0.6,-0.8,0.09,-0.8,0.04,0.84,0.103,-0.12
Joe Leibforth,11,174,101,15,6,9,8,23,25,100.0,546,164,382,57.43,4,0,0,0,0,0,--,0,1,173,195,radicals,2023,5.94,8.91,14.85,0.25,4.6,0.13,2.0,4.0,5.0,3.96,0.0,21.84,176.0,14.91,7.55,20.93,497.71,4.09,22.84,6.0,8.82,0.45,149.68,348.13,21.31,194.46,-0.44,0.6,0.24,-0.8,-0.64,-0.8,-0.46,-0.27,-1.08,-0.65,-0.7,0.9,0.83,0.02,1.43,0.02,0.22,0.41,0.252,-0.12
Avery Johnson,10,133,159,25,9,16,1,21,118,98.33,1671,361,1310,52.2,11,2,0,3,0,0,0.00,0,131,2,145,radicals,2023,5.66,10.06,15.72,0.74,0.75,0.16,2.0,8.0,11.0,6.92,1.26,14.16,176.0,24.35,1.12,19.76,1572.72,10.64,111.08,8.82,15.47,2.18,339.93,1232.84,14.27,147.6,0.12,-1.05,0.15,-0.11,0.14,-0.13,-0.19,0.43,-0.82,0.38,-0.51,0.28,-0.31,-0.64,-1.13,-0.64,0.39,-0.62,0.262,-0.12
Sam Stark,10,133,123,18,5,13,4,21,61,98.39,1144,385,759,51.22,8,1,0,0,0,4,80.00,1,87,46,142,radicals,2023,4.07,10.57,14.63,0.5,3.01,0.16,3.0,6.0,9.0,6.5,0.81,18.75,176.0,17.7,3.92,19.42,1058.74,7.77,56.49,5.08,12.55,1.3,356.43,702.38,18.54,145.53,-0.27,-0.33,0.13,-0.44,-0.2,-0.54,-0.55,0.12,-0.95,-0.24,-0.49,0.16,0.37,-0.67,-0.48,-0.67,0.35,-0.12,0.272,-0.12
Jacob Wham,9,139,111,16,9,7,6,19,51,94.44,1005,267,738,50.45,3,3,0,0,0,3,75.00,2,47,92,159,radicals,2023,8.11,6.31,14.41,0.46,4.32,0.14,2.0,7.0,9.0,2.7,2.7,19.71,176.0,15.83,5.75,17.43,922.77,3.17,46.87,8.75,7.0,3.17,245.35,677.5,19.4,161.48,-0.38,0.14,-0.01,-0.53,-0.75,-0.61,-0.2,-0.46,-0.67,-0.27,-0.6,0.07,0.52,-0.44,0.21,-0.44,-0.2,0.17,-0.155,-0.12
Andrew Meshnick,10,183,96,12,4,8,10,17,46,90.2,683,296,387,55.21,4,5,0,0,2,2,100.00,0,9,174,202,radicals,2023,4.17,8.33,12.5,0.48,5.46,0.09,3.0,4.0,7.0,4.17,5.21,14.85,176.0,12.19,9.34,15.4,619.51,4.09,41.75,4.19,7.91,5.0,268.55,351.06,14.96,200.77,-0.6,1.06,-0.16,-0.72,-0.64,-0.65,-0.64,-0.36,-0.4,-0.65,-0.58,0.64,-0.2,0.11,1.44,0.11,-0.22,0.71,-0.136,-0.12
Jack Kelly,10,136,156,26,8,18,1,16,118,92.91,1679,411,1268,49.36,10,9,0,2,0,2,100.00,0,132,4,149,radicals,2023,5.13,11.54,16.67,0.76,0.74,0.12,3.0,8.0,11.0,6.41,5.77,14.23,176.0,25.28,1.12,15.04,1578.46,9.7,110.95,7.88,17.34,8.76,386.54,1191.98,14.34,151.41,0.17,-1.05,-0.18,-0.1,0.03,-0.13,-0.28,0.63,0.17,0.33,-0.46,-0.06,-0.3,-0.58,-1.11,-0.58,-0.09,-0.63,-0.132,-0.12
Joshua Wilson,12,214,179,23,18,5,5,15,238,94.07,2060,1433,627,53.07,20,12,0,1,0,2,22.22,5,79,135,230,radicals,2023,10.06,2.79,12.85,1.33,2.34,0.07,8.0,4.0,12.0,11.17,6.7,8.66,176.0,22.52,4.89,14.21,1951.53,19.21,225.46,17.37,5.11,11.63,1357.44,594.14,9.05,227.83,0.01,-0.08,-0.24,0.13,1.15,0.74,0.62,-0.66,0.59,-0.37,0.54,0.38,-1.12,0.49,0.86,0.49,0.32,-0.14,0.313,-0.12
Nico Ranabhat,7,123,100,11,1,10,5,13,25,92.59,505,7,498,51.0,1,2,1,1,0,0,--,0,31,92,133,radicals,2023,1.0,10.0,11.0,0.25,4.07,0.11,0.0,5.0,5.0,1.0,2.0,20.2,176.0,11.27,4.82,11.82,460.0,1.36,22.82,1.45,9.73,2.27,6.82,453.27,19.82,138.09,-0.65,-0.1,-0.41,-0.82,-0.96,-0.8,-0.9,-0.17,-0.8,-0.53,-0.85,0.13,0.59,-0.77,0.21,-0.77,-0.24,0.06,-0.183,-0.12
Sterling Knoche,4,73,53,9,4,5,5,12,24,96.0,505,151,354,52.83,1,1,0,1,0,1,100.00,0,17,56,78,radicals,2023,7.55,9.43,16.98,0.45,6.85,0.16,3.0,7.0,10.0,1.89,1.89,21.04,176.0,9.79,4.68,10.1,426.43,1.63,20.35,4.32,5.32,1.63,127.83,298.76,20.24,95.62,-0.74,-0.14,-0.53,-0.84,-0.93,-0.81,-0.63,-0.64,-0.9,-0.71,-0.72,0.35,0.71,-1.37,-0.33,-1.37,-0.2,0.13,-0.111,-0.12
Victor Luo,10,198,217,30,22,8,4,10,432,94.32,3983,2936,1047,47.0,14,24,0,0,0,9,60.00,3,166,32,226,radicals,2023,10.14,3.69,13.82,1.99,2.02,0.05,14.0,5.0,18.0,6.45,11.06,9.22,176.0,29.3,3.96,9.56,3807.98,13.6,413.01,21.3,7.96,23.16,2806.88,1001.14,9.52,224.37,0.41,-0.32,-0.57,1.33,0.49,2.16,1.0,-0.36,2.32,0.11,2.03,-0.35,-1.04,0.44,-0.69,0.44,-0.74,-0.29,-0.788,-0.12
Alex Gravatt,9,92,48,7,1,6,3,9,5,83.33,149,8,141,50.0,1,1,0,0,0,0,--,0,2,90,112,radicals,2023,2.08,12.5,14.58,0.1,3.26,0.1,0.0,3.0,3.0,2.08,2.08,29.8,176.0,8.21,3.0,7.45,125.03,1.69,4.31,1.86,6.17,1.69,7.48,117.72,27.42,125.28,-0.83,-0.57,-0.72,-1.04,-0.92,-0.94,-0.86,-0.55,-0.89,-0.92,-0.85,0.01,2.01,-0.95,0.18,-0.95,-0.15,-0.24,-0.127,-0.12
Henry Goldenberg,10,177,209,33,25,8,4,9,457,94.42,3941,2584,1357,45.93,13,24,1,4,0,6,37.50,0,175,2,196,radicals,2023,11.96,3.83,15.79,2.19,2.26,0.05,12.0,6.0,19.0,6.22,11.48,8.62,176.0,32.13,3.95,8.59,3761.5,12.63,436.18,24.13,7.95,23.13,2466.24,1295.31,8.96,195.68,0.58,-0.32,-0.64,1.3,0.37,2.34,1.27,-0.36,2.31,0.45,1.68,-0.48,-1.13,0.04,-1.13,0.04,-0.92,-0.23,-0.898,-0.12
Ted Schewe,12,205,245,28,19,9,1,9,310,93.09,3547,1919,1628,47.76,11,20,0,0,0,5,50.00,0,204,1,229,radicals,2023,7.76,3.67,11.43,1.27,0.49,0.04,8.0,7.0,14.0,4.49,8.16,11.44,176.0,27.45,1.08,8.65,3408.29,10.76,297.88,18.49,8.92,19.41,1843.94,1564.39,11.62,227.43,0.3,-1.06,-0.64,1.07,0.15,1.29,0.73,-0.26,1.76,0.76,1.04,-0.26,-0.71,0.48,-1.15,0.48,-0.98,-0.81,-1.098,-0.12
Daniel Garlock,12,162,166,18,13,5,4,8,205,92.76,2424,1658,766,44.58,15,14,1,0,0,6,54.55,33,105,57,180,radicals,2023,7.83,3.01,10.84,1.23,2.47,0.05,10.0,5.0,15.0,9.04,8.43,11.82,176.0,17.77,3.94,7.55,2286.84,14.43,193.41,12.6,5.11,13.49,1564.08,722.82,12.06,180.51,-0.27,-0.33,-0.72,0.35,0.58,0.5,0.17,-0.66,0.87,-0.22,0.75,-0.64,-0.65,-0.17,-0.31,-0.17,-0.23,-0.2,-0.23,-0.12
Kai DeLorenzo,11,255,222,21,16,5,13,6,152,84.92,2355,1312,1043,52.25,20,26,0,2,0,10,55.56,85,105,150,297,radicals,2023,7.21,2.25,9.46,0.68,5.1,0.02,6.0,5.0,11.0,9.01,11.71,15.49,176.0,20.7,12.57,5.74,2253.92,19.35,145.49,15.57,5.09,25.09,1255.66,998.3,15.51,292.34,-0.09,1.88,-0.84,0.33,1.17,0.13,0.45,-0.66,2.61,0.1,0.44,0.28,-0.11,1.39,1.08,1.39,-0.9,1.07,-0.913,-0.12
Noah Nicol,4,46,27,3,1,2,3,6,5,100.0,143,27,116,51.85,0,0,0,0,0,0,--,0,3,43,54,radicals,2023,3.7,7.41,11.11,0.19,6.52,0.13,1.0,4.0,5.0,0.0,0.0,28.6,176.0,5.97,3.0,4.38,107.05,1.35,3.92,2.35,3.35,1.35,21.05,86.27,25.19,90.49,-0.96,-0.57,-0.94,-1.05,-0.96,-0.94,-0.81,-0.84,-0.94,-0.96,-0.83,0.23,1.83,-1.44,-0.52,-1.44,-0.23,-0.16,-0.124,-0.12
Dylan DeClerck,13,260,208,35,8,27,18,51,56,93.33,1834,265,1569,54.81,3,2,0,0,1,1,50.00,0,47,213,308,windchill,2023,3.85,12.98,16.83,0.27,6.92,0.2,1.0,8.0,9.0,1.44,0.96,32.75,202.0,34.04,17.31,48.66,1750.33,3.09,53.48,7.91,26.08,2.14,253.07,1497.3,31.98,302.54,0.69,3.1,2.21,0.01,-0.76,-0.56,-0.28,1.54,-0.82,0.68,-0.6,0.59,2.45,1.54,2.03,1.54,0.3,1.89,0.567,0.07
Bryan Vohnoutka,14,279,299,56,24,32,6,46,229,94.63,4228,1217,3011,53.85,27,12,0,4,1,5,55.56,1,191,88,319,windchill,2023,8.03,10.7,18.73,0.77,2.15,0.16,4.0,10.0,14.0,9.03,4.01,18.46,202.0,54.64,5.9,44.51,4091.5,26.29,221.62,23.42,31.19,11.77,1177.78,2913.75,18.38,314.79,1.9,0.18,1.92,1.51,1.99,0.71,1.2,2.08,0.62,2.33,0.36,0.47,0.33,1.71,0.15,1.71,0.93,-0.16,1.032,0.07
Quinn Snider,8,144,171,36,9,27,3,36,87,96.67,2065,376,1689,49.12,8,3,0,0,0,1,50.00,0,125,19,163,windchill,2023,5.26,15.79,21.05,0.51,2.08,0.25,2.0,10.0,12.0,4.68,1.75,23.74,202.0,34.78,3.0,34.01,1951.46,7.83,82.25,8.83,25.9,3.11,355.5,1596.02,23.31,164.44,0.73,-0.57,1.17,0.13,-0.2,-0.35,-0.19,1.52,-0.68,0.8,-0.49,-0.09,1.11,-0.4,-0.88,-0.4,0.47,-0.33,0.35,0.07
Bret Bergmeier,13,220,159,31,15,16,10,32,122,92.42,2058,926,1132,55.97,16,9,1,0,1,7,63.64,3,39,181,254,windchill,2023,9.43,10.06,19.5,0.77,4.55,0.15,6.0,7.0,13.0,10.06,5.66,16.87,202.0,29.99,9.59,30.11,1936.82,15.35,114.84,14.47,15.47,8.76,871.5,1065.37,16.82,250.15,0.45,1.12,0.89,0.13,0.69,-0.1,0.35,0.43,0.17,0.18,0.04,0.73,0.1,0.8,1.55,0.8,0.48,0.64,0.556,0.07
Paul Krenik,6,127,104,17,4,13,11,27,39,97.5,744,163,581,55.77,3,1,0,0,0,0,--,0,31,96,146,windchill,2023,3.85,12.5,16.35,0.38,8.66,0.21,2.0,6.0,7.0,2.88,0.96,19.08,202.0,16.74,10.3,24.63,679.61,3.18,35.67,4.18,12.47,1.35,149.14,530.56,18.81,149.77,-0.33,1.3,0.5,-0.68,-0.75,-0.7,-0.64,0.11,-0.94,-0.44,-0.7,0.7,0.42,-0.61,0.27,-0.61,0.11,1.0,0.169,0.07
Tanner Barcus,14,236,177,15,3,12,16,27,92,97.87,1283,507,776,55.93,12,1,0,3,0,1,50.00,0,42,194,276,windchill,2023,1.69,6.78,8.47,0.52,6.78,0.11,3.0,4.0,7.0,6.78,0.56,13.95,202.0,14.95,15.3,25.56,1214.93,11.63,87.13,3.16,11.73,1.21,480.16,734.82,14.06,271.35,-0.43,2.58,0.57,-0.34,0.25,-0.31,-0.74,0.04,-0.96,-0.2,-0.36,0.72,-0.34,1.1,1.74,1.1,0.46,1.6,0.671,0.07
Tristan Van de Moortele,13,261,257,34,18,16,6,26,401,96.63,2806,1575,1231,48.64,20,14,2,0,0,3,60.00,17,145,116,314,windchill,2023,7.0,6.23,13.23,1.56,2.3,0.1,6.0,5.0,11.0,7.78,5.45,7.0,202.0,33.25,5.89,25.03,2701.28,19.44,386.02,17.55,15.66,13.66,1516.2,1185.12,7.34,309.32,0.64,0.17,0.53,0.62,1.18,1.96,0.64,0.45,0.9,0.32,0.7,-0.15,-1.37,1.63,0.57,1.63,0.28,-0.15,0.295,0.07
Jordan Taylor,13,207,260,35,14,21,4,24,156,91.23,2865,1156,1709,47.31,12,15,0,0,0,3,50.00,1,188,19,245,windchill,2023,5.38,8.08,13.46,0.6,1.93,0.12,4.0,7.0,11.0,4.62,5.77,18.37,202.0,34.22,3.96,23.11,2759.26,11.74,150.26,13.7,20.48,14.63,1113.37,1645.93,18.28,242.93,0.7,-0.32,0.39,0.65,0.27,0.17,0.27,0.96,1.04,0.86,0.29,-0.31,0.32,0.7,-0.88,0.7,-0.24,-0.34,-0.275,0.07
William Brandt,8,153,189,34,28,6,4,23,305,95.02,2602,1921,681,50.26,12,14,0,1,0,7,58.33,0,150,3,171,windchill,2023,14.81,3.17,17.99,1.61,2.61,0.15,10.0,4.0,14.0,6.35,7.41,8.53,202.0,32.99,3.95,21.84,2471.75,11.65,289.72,26.89,6.05,13.55,1824.72,647.08,8.91,171.9,0.63,-0.32,0.3,0.47,0.26,1.23,1.54,-0.56,0.88,-0.31,1.02,0.04,-1.14,-0.3,-1.12,-0.3,0.07,-0.17,0.042,0.07
Colin Berry,13,210,257,39,18,21,4,22,150,88.76,3124,1111,2013,49.03,8,17,0,4,0,7,58.33,0,186,24,223,windchill,2023,7.0,8.17,15.18,0.58,1.9,0.1,4.0,8.0,12.0,3.11,6.61,20.83,202.0,38.06,3.96,21.18,3007.37,7.89,144.42,17.55,20.48,16.55,1069.58,1937.83,20.65,221.73,0.93,-0.32,0.26,0.81,-0.19,0.13,0.64,0.96,1.33,1.2,0.24,-0.1,0.68,0.4,-0.81,0.4,-0.63,-0.29,-0.626,0.07
Brandon Matis,13,180,115,11,6,5,7,14,31,88.57,848,148,700,52.17,2,4,0,0,0,1,25.00,2,7,173,208,windchill,2023,5.22,4.35,9.57,0.27,3.89,0.08,1.0,6.0,7.0,1.74,3.48,27.35,202.0,11.24,6.68,12.88,780.96,2.24,28.6,6.0,5.16,4.08,136.56,644.48,26.44,206.48,-0.65,0.37,-0.34,-0.62,-0.86,-0.75,-0.46,-0.65,-0.53,-0.31,-0.72,0.27,1.65,0.19,1.43,0.19,-0.47,0.22,-0.407,0.07
James Kittlesen,12,165,113,5,1,4,10,14,19,100.0,390,64,326,46.02,3,0,0,1,0,0,--,0,11,154,178,windchill,2023,0.88,3.54,4.42,0.17,6.06,0.08,1.0,3.0,3.0,2.65,0.0,20.53,202.0,5.73,9.43,12.86,359.11,3.16,17.54,1.41,4.24,0.41,59.2,299.98,20.16,178.89,-0.97,1.08,-0.34,-0.89,-0.75,-0.84,-0.9,-0.75,-1.08,-0.71,-0.8,-0.47,0.64,-0.2,1.14,-0.2,-0.15,0.78,-0.054,0.07
Marty Adams,12,184,205,16,5,11,6,13,117,90.7,1723,615,1108,48.78,13,9,0,0,0,1,16.67,0,114,70,234,windchill,2023,2.44,5.37,7.8,0.57,3.26,0.07,3.0,5.0,8.0,6.34,4.39,14.73,202.0,15.91,5.86,12.4,1643.33,12.63,111.6,5.05,10.81,8.81,586.63,1056.74,14.79,231.91,-0.38,0.16,-0.37,-0.06,0.37,-0.12,-0.56,-0.06,0.17,0.17,-0.25,-0.13,-0.22,0.55,-0.12,0.55,-0.2,0.02,-0.192,0.07
Marco Dregni,9,144,176,20,4,16,3,13,110,92.44,1490,342,1148,51.7,12,9,0,1,0,1,50.00,0,123,21,159,windchill,2023,2.27,9.09,11.36,0.62,2.08,0.09,2.0,7.0,8.0,6.82,5.11,13.55,202.0,19.68,3.0,12.3,1410.43,11.62,104.14,4.11,15.52,8.78,323.88,1086.6,13.68,160.61,-0.15,-0.57,-0.38,-0.21,0.25,-0.18,-0.65,0.43,0.17,0.21,-0.52,0.22,-0.4,-0.45,-0.85,-0.45,-0.13,-0.32,-0.132,0.07
Abe Coffin,7,128,144,23,14,9,2,12,153,91.62,2076,1203,873,50.0,12,12,0,1,0,5,55.56,5,109,19,151,windchill,2023,9.72,6.25,15.97,1.06,1.56,0.09,8.0,6.0,14.0,8.33,8.33,13.57,202.0,22.42,2.06,11.22,1941.84,11.55,143.13,13.48,8.87,11.55,1125.21,816.7,13.73,153.47,0.01,-0.81,-0.45,0.13,0.24,0.12,0.25,-0.26,0.58,-0.11,0.3,0.01,-0.39,-0.55,-0.88,-0.55,-0.14,-0.47,-0.15,0.07
Ian McCosky,6,73,65,8,6,2,6,12,49,94.23,303,227,76,47.69,4,2,0,0,0,1,100.00,0,4,69,89,windchill,2023,9.23,3.08,12.31,0.75,8.22,0.16,3.0,1.0,5.0,6.15,3.08,6.18,202.0,8.8,5.6,10.4,263.93,4.13,42.6,6.0,2.67,2.4,197.4,66.67,7.49,102.33,-0.79,0.1,-0.51,-0.95,-0.63,-0.65,-0.46,-0.91,-0.79,-0.98,-0.65,-0.26,-1.49,-1.27,-0.13,-1.27,-0.07,0.28,-0.023,0.07
Michael Jordan,11,152,195,13,7,6,4,12,70,92.11,1683,425,1258,47.69,10,5,0,0,0,2,50.00,0,133,19,189,windchill,2023,3.59,3.08,6.67,0.36,2.63,0.08,2.0,6.0,9.0,5.13,2.56,24.04,202.0,13.05,3.95,11.41,1601.39,9.76,66.63,6.95,6.05,5.0,404.51,1196.93,23.65,189.0,-0.54,-0.32,-0.44,-0.09,0.03,-0.46,-0.37,-0.56,-0.4,0.33,-0.44,-0.26,1.16,-0.06,-0.88,-0.06,-0.28,-0.21,-0.264,0.07
Mickey Walsh,11,126,79,14,5,9,4,12,38,88.37,610,240,370,51.9,5,4,0,2,0,2,100.00,0,0,126,152,windchill,2023,6.33,11.39,17.72,0.48,3.17,0.1,3.0,5.0,8.0,6.33,5.06,16.05,202.0,14.0,3.89,10.65,542.58,5.0,33.84,5.11,8.78,4.11,213.6,329.1,16.04,156.16,-0.49,-0.34,-0.49,-0.77,-0.53,-0.71,-0.55,-0.27,-0.53,-0.68,-0.64,0.24,-0.03,-0.52,0.72,-0.52,-0.02,-0.15,-0.029,0.07
Jason Tschida,6,90,115,11,3,8,2,9,210,98.13,1252,1272,-20,54.78,6,3,0,1,0,0,--,0,86,4,103,windchill,2023,2.61,6.96,9.57,1.83,2.22,0.1,11.0,-0.0,11.0,5.22,2.61,5.96,202.0,11.24,2.08,8.28,1152.64,5.92,193.28,3.24,7.92,3.16,1170.64,-17.92,6.76,109.88,-0.65,-0.8,-0.66,-0.38,-0.42,0.5,-0.73,-0.36,-0.67,-1.08,0.35,0.59,-1.52,-1.17,-1.11,-1.17,0.21,-0.36,0.109,0.07
Cameron Lacy,11,128,86,5,4,1,7,8,42,91.3,464,355,109,55.81,3,4,0,0,0,3,100.00,75,0,128,162,windchill,2023,4.65,1.16,5.81,0.49,5.47,0.06,4.0,1.0,5.0,3.49,4.65,11.05,202.0,5.94,6.58,7.17,416.71,3.21,37.73,4.21,1.62,4.1,318.54,98.27,11.57,164.81,-0.96,0.35,-0.74,-0.85,-0.74,-0.68,-0.64,-1.02,-0.53,-0.95,-0.53,0.71,-0.77,-0.39,0.75,-0.39,-0.34,0.31,-0.246,0.07
Philippe Le Bourdais,10,174,200,34,8,26,3,31,61,93.85,1837,254,1583,39.0,8,4,0,2,0,1,100.00,0,144,30,188,royal,2023,4.0,13.0,17.0,0.3,1.72,0.18,1.0,8.0,9.0,4.0,2.0,30.11,129.0,33.05,3.0,29.52,1750.0,7.86,58.14,7.9,25.1,4.05,242.14,1507.9,29.44,188.05,0.63,-0.57,0.85,0.01,-0.19,-0.53,-0.28,1.44,-0.54,0.7,-0.61,-1.31,2.06,-0.07,-0.72,-0.07,0.38,-0.38,0.367,-0.297
Malik Auger-Semmar,7,170,216,42,25,17,7,28,178,90.36,3231,1210,2021,38.43,8,18,0,3,0,5,62.50,0,150,20,203,royal,2023,11.57,7.87,19.44,0.82,4.12,0.16,6.0,9.0,15.0,3.7,8.33,18.15,129.0,40.76,6.82,26.76,3088.48,7.87,170.17,24.16,16.56,17.42,1156.68,1931.84,18.05,202.38,1.08,0.41,0.65,0.86,-0.19,0.32,1.28,0.54,1.46,1.19,0.33,-1.38,0.29,0.13,-0.87,0.13,-0.68,0.26,-0.735,-0.297
Kevin Quinlan,12,252,338,52,38,14,1,26,383,93.64,4736,2975,1761,39.35,12,23,1,4,0,16,59.26,0,252,0,303,royal,2023,11.24,4.14,15.38,1.13,0.4,0.1,9.0,5.0,14.0,3.55,6.8,12.37,129.0,50.91,1.06,25.25,4600.2,11.8,372.02,37.08,13.8,22.48,2889.66,1710.57,12.47,299.72,1.68,-1.06,0.55,1.83,0.27,1.85,2.51,0.25,2.22,0.93,2.12,-1.27,-0.57,1.5,-1.16,1.5,-0.36,-0.98,-0.647,-0.297
